,SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Name,all_defensive,3PAr,FTr,TS%
238,1981-82,23.0,SDC,NBA,PF,72.0,858.0,9.2,9.7,15.7,12.6,6.7,1.2,3.4,18.5,12.0,0.2,0.4,0.6,0.034,-3.5,0.4,-3.1,-0.2,Jim Smith,0,0.0,0.503,0.511
239,1981-82,22.0,POR,NBA,SF,54.0,617.0,9.8,4.4,7.2,5.8,6.0,1.2,0.1,16.8,17.8,0.3,0.3,0.6,0.048,-2.9,-1.4,-4.3,-0.4,Jeff Lamp,0,,,0.561
240,1981-82,23.0,CHI,NBA,SG,49.0,546.0,9.7,3.0,5.4,4.3,18.9,2.0,0.2,18.7,22.1,-0.5,0.3,-0.1,-0.013000000000000001,-3.3,-1.2,-4.5,-0.3,Ray Blume,0,0.081,0.126,0.48200000000000004
241,1981-82,22.0,WSB,NBA,SF,46.0,493.0,9.5,6.5,7.2,6.9,10.2,1.7,0.5,25.6,11.6,0.4,0.6,1.1,0.10400000000000001,-2.6,1.6,-1.0,0.1,Garry Witts,0,0.024,0.47600000000000003,0.65
242,1971-72,22.0,CLE,NBA,SG,61.0,1144.0,12.3,,,3.9,15.9,,,,,0.1,0.7,0.8,0.034,,,,,Charlie Davis,0,,0.297,0.466
243,1981-82,22.0,BOS,NBA,SG,53.0,564.0,10.1,5.0,5.9,5.5,19.7,3.1,0.3,17.5,21.5,-0.3,0.8,0.5,0.042,-3.7,1.0,-2.7,-0.1,Danny Ainge,0,0.077,0.294,0.439
244,1981-82,22.0,LAL,NBA,SF,39.0,352.0,11.7,10.9,4.5,7.6,6.0,2.4,0.5,14.8,25.9,-0.1,0.3,0.2,0.028999999999999998,-3.4,-1.7,-5.1,-0.3,Mike McGee,0,0.023,0.308,0.489
245,1981-82,22.0,SEA,NBA,SG,43.0,369.0,10.3,4.0,4.5,4.3,20.9,2.1,0.3,24.4,19.4,-0.1,0.5,0.4,0.052000000000000005,-3.2,0.2,-3.0,-0.1,Mark Radford,0,0.03,0.69,0.556
246,1981-82,22.0,UTA,NBA,SF,42.0,342.0,12.0,6.8,13.8,10.2,3.4,1.1,0.9,9.5,18.5,0.2,0.1,0.3,0.049,-1.8,-1.8,-3.6,-0.1,Howard Wood,0,0.008,0.433,0.504
247,1981-82,22.0,PHI,NBA,PG,42.0,291.0,13.7,4.0,6.3,5.2,22.5,2.6,1.0,12.9,26.6,-0.1,0.4,0.2,0.040999999999999995,-2.4,-0.2,-2.7,0.0,Franklin Edwards,0,0.06,0.18,0.46299999999999997
248,1981-82,23.0,UTA,NBA,PF,49.0,337.0,10.5,6.9,16.6,11.6,2.8,1.0,0.0,10.5,20.3,0.1,0.1,0.2,0.027999999999999997,-3.8,-2.4,-6.2,-0.4,Bobby Cattage,0,0.015,0.304,0.49
249,1981-82,23.0,LAL,NBA,SG,36.0,237.0,2.8,8.6,4.9,6.7,6.8,2.0,0.4,17.5,19.2,-0.5,0.2,-0.3,-0.069,-6.8,-1.4,-8.2,-0.5,Kevin McKenna,0,0.023,0.195,0.355
250,1980-81,22.0,GSW,NBA,C,82.0,2919.0,16.4,10.3,18.7,14.4,5.8,0.8,2.3,14.4,23.0,3.7,2.0,5.7,0.094,0.0,-1.3,-1.3,0.5,Joe Barry Carroll,0,0.002,0.35100000000000003,0.534
251,1980-81,22.0,UTA,NBA,SG,81.0,2867.0,14.7,3.2,8.3,5.8,11.4,1.8,0.8,12.1,28.8,-0.8,1.1,0.4,0.006,-1.0,-2.2,-3.2,-0.9,Darrell Griffith,0,0.034,0.207,0.496
252,1980-81,23.0,GSW,NBA,PF,82.0,2578.0,14.8,18.3,24.5,21.4,4.6,1.3,1.4,16.7,13.4,3.7,2.4,6.1,0.113,0.7,-1.2,-0.5,1.0,Larry Smith,0,0.0,0.507,0.54
253,1980-81,22.0,NJN,NBA,SF,79.0,2473.0,12.6,8.0,14.0,10.9,14.0,1.6,0.6,14.7,15.8,1.9,2.0,3.8,0.075,-0.3,-0.1,-0.4,1.0,Mike O'Koren,0,0.024,0.282,0.515
254,1980-81,22.0,POR,NBA,PG,80.0,2431.0,14.9,1.9,6.9,4.4,31.4,1.7,0.2,15.6,24.3,1.3,1.6,2.8,0.055999999999999994,0.1,-2.0,-1.9,0.1,Kelvin Ransey,0,0.027000000000000003,0.188,0.484
255,1980-81,23.0,CLE,NBA,C,81.0,2460.0,14.2,11.4,20.2,15.6,11.5,1.1,1.8,15.2,14.2,3.4,2.0,5.4,0.10400000000000001,-0.3,0.3,0.0,1.3,Bill Laimbeer,0,0.0,0.228,0.536
256,1980-81,22.0,SDC,NBA,SF,82.0,2479.0,15.8,9.4,11.4,10.4,12.3,1.9,0.7,12.3,21.7,3.2,1.7,4.9,0.095,0.9,-0.9,0.0,1.2,Michael Brooks,0,0.006,0.314,0.519
257,1980-81,21.0,NJN,NBA,C,56.0,1579.0,14.5,9.6,20.6,15.0,6.6,1.6,3.6,14.1,22.7,-0.5,2.0,1.5,0.045,-1.6,-0.3,-1.8,0.1,Mike Gminski,0,0.001,0.294,0.474
258,1980-81,22.0,DEN,NBA,SF,51.0,1376.0,11.9,6.2,14.0,10.0,8.7,0.9,0.9,12.4,18.7,0.7,0.5,1.2,0.04,-1.0,-1.7,-2.7,-0.3,Kiki Vandeweghe,0,0.013000000000000001,0.29600000000000004,0.484
259,1980-81,22.0,NJN,NBA,SG,81.0,1980.0,15.0,5.3,8.2,6.7,21.9,3.2,1.0,16.4,21.4,0.6,2.1,2.7,0.065,-0.2,1.1,0.9,1.4,Darwin Cook,0,0.031,0.22,0.503
260,1980-81,23.0,PHI,NBA,SG,75.0,1768.0,12.7,2.1,6.4,4.4,22.4,1.5,0.3,19.5,25.7,0.0,2.2,2.2,0.061,-2.1,-1.0,-3.0,-0.4,Andrew Toney,0,0.036000000000000004,0.28,0.535
261,1980-81,24.0,DEN,NBA,PF,68.0,1599.0,10.7,7.5,22.1,14.6,8.0,0.9,0.6,17.6,15.8,0.5,1.0,1.5,0.044000000000000004,-2.3,-1.0,-3.3,-0.5,Cedrick Hordges,0,0.006,0.38799999999999996,0.509
262,1980-81,24.0,HOU,NBA,SF,70.0,1638.0,8.8,5.7,12.3,9.0,10.2,1.5,0.3,16.9,13.2,0.2,1.2,1.4,0.04,-2.2,-0.2,-2.3,-0.1,Calvin Garrett,0,0.006999999999999999,0.149,0.483
263,1980-81,22.0,TOT,NBA,SF,81.0,1845.0,14.5,7.8,8.5,8.1,15.7,2.7,0.8,15.8,24.6,0.6,2.0,2.6,0.068,-0.9,0.5,-0.5,0.7,Don Collins,0,0.006999999999999999,0.335,0.5
264,1980-81,22.0,IND,NBA,SF,82.0,1787.0,16.1,10.2,11.9,11.0,10.7,1.5,0.8,13.4,20.6,2.8,1.5,4.3,0.11599999999999999,1.2,-1.2,0.0,0.9,Louis Orr,0,0.008,0.285,0.5379999999999999
265,1980-81,23.0,SAS,NBA,PF,79.0,1716.0,12.9,8.8,13.7,11.4,6.5,1.2,1.5,14.5,20.7,1.4,1.6,3.0,0.085,-2.1,-1.1,-3.2,-0.5,Reggie Johnson,0,0.001,0.28300000000000003,0.527
266,1980-81,22.0,DET,NBA,PG,76.0,1581.0,9.3,1.7,7.5,4.4,22.7,2.6,0.3,23.4,18.1,-1.6,1.6,0.0,-0.001,-3.5,-0.2,-3.7,-0.7,Larry Drew,0,0.035,0.275,0.46399999999999997
267,1980-81,23.0,BOS,NBA,PF,82.0,1645.0,16.4,11.2,13.6,12.4,4.8,0.8,5.1,13.0,20.9,2.3,2.4,4.7,0.13699999999999998,-0.9,0.9,0.1,0.9,Kevin McHale,1,0.003,0.239,0.556
268,1980-81,23.0,NJN,NBA,PG,71.0,1406.0,11.1,3.4,10.3,6.7,22.3,2.0,0.7,17.2,17.6,0.0,1.1,1.1,0.037000000000000005,-2.2,0.2,-2.1,0.0,Lowes Moore,0,0.055999999999999994,0.192,0.479
269,1980-81,22.0,DET,NBA,PF,81.0,1592.0,11.5,8.1,13.7,10.7,10.5,1.4,0.9,19.5,19.4,0.2,1.5,1.7,0.052000000000000005,-2.0,-0.7,-2.7,-0.3,Wayne Robinson,0,0.012,0.47200000000000003,0.523
270,1980-81,22.0,SAS,NBA,PG,82.0,1578.0,15.8,4.2,9.1,6.8,31.8,3.5,0.7,20.5,18.9,1.2,2.0,3.2,0.099,0.2,1.0,1.2,1.3,Johnny Moore,0,0.037000000000000005,0.331,0.507
271,1980-81,25.0,UTA,NBA,C,56.0,1058.0,9.2,6.8,22.7,14.9,5.2,1.5,2.5,17.5,13.7,-0.5,1.1,0.5,0.024,-4.1,0.1,-4.0,-0.5,Jeff Wilkins,0,0.0,0.154,0.47
272,1980-81,23.0,PHO,NBA,PG,82.0,1469.0,14.5,3.4,6.5,5.0,15.1,2.4,0.2,14.0,18.0,2.3,2.2,4.5,0.14800000000000002,-0.2,1.1,0.8,1.1,Kyle Macy,0,0.096,0.22399999999999998,0.5670000000000001
273,1980-81,23.0,SEA,NBA,SF,74.0,1259.0,11.0,6.0,7.3,6.7,12.0,2.2,0.9,19.1,14.2,1.1,1.3,2.4,0.091,-1.9,1.1,-0.7,0.4,Bill Hanzlik,1,0.017,0.519,0.5579999999999999
274,1980-81,24.0,NJN,NBA,PF,60.0,950.0,17.6,10.7,20.8,15.6,6.7,1.7,4.8,18.2,23.0,0.9,1.4,2.3,0.11599999999999999,-1.5,1.2,-0.3,0.4,Edgar Jones,0,0.011000000000000001,0.611,0.578
275,1980-81,23.0,CHI,NBA,PG,64.0,945.0,8.9,2.8,10.8,6.9,15.7,2.9,0.4,29.4,13.3,-0.4,1.0,0.7,0.035,-3.3,1.4,-1.9,0.0,Sam Worthen,0,0.021,0.313,0.5379999999999999
276,1980-81,23.0,SEA,NBA,C,68.0,980.0,15.9,12.3,22.2,17.3,6.0,0.4,4.1,17.9,15.8,1.1,1.4,2.5,0.124,0.2,0.5,0.8,0.7,James Donaldson,0,0.0,0.7140000000000001,0.574
277,1980-81,22.0,GSW,NBA,PG,53.0,726.0,10.2,1.5,7.1,4.3,23.9,1.8,0.2,17.9,15.9,0.2,0.2,0.5,0.03,-1.8,-0.8,-2.7,-0.1,Lorenzo Romar,0,0.027999999999999997,0.299,0.45899999999999996
278,1980-81,22.0,WSB,NBA,PF,52.0,696.0,13.6,10.0,22.5,16.2,4.9,1.4,3.4,13.8,15.8,0.4,1.3,1.8,0.12300000000000001,-2.7,2.1,-0.6,0.2,Rick Mahorn,1,0.0,0.183,0.526
279,1980-81,22.0,GSW,NBA,C,45.0,580.0,10.9,9.8,22.1,15.9,4.8,0.7,1.4,15.3,13.8,0.5,0.4,0.9,0.075,-2.2,-0.6,-2.9,-0.1,Rickey Brown,0,0.0,0.13,0.531
280,1980-81,22.0,LAL,NBA,SF,54.0,672.0,10.7,5.8,4.7,5.2,9.9,1.6,0.1,14.8,20.2,0.5,0.5,0.9,0.067,-2.8,-1.3,-4.1,-0.4,Butch Carter,0,0.04,0.385,0.521
281,1980-81,22.0,NYK,NBA,SG,81.0,949.0,10.9,3.8,8.0,5.8,11.1,1.8,0.7,11.9,19.5,0.0,0.8,0.9,0.044000000000000004,-2.1,-0.3,-2.4,-0.1,Mike Woodson,0,0.013000000000000001,0.172,0.474
282,1980-81,22.0,UTA,NBA,PG,40.0,458.0,2.6,2.0,6.7,4.4,15.3,1.9,0.3,26.1,13.3,-1.1,0.2,-0.9,-0.099,-6.6,-0.9,-7.5,-0.6,John Duren,0,0.01,0.08900000000000001,0.33799999999999997
283,1980-81,22.0,CHI,NBA,SF,48.0,540.0,11.2,7.9,12.1,10.1,7.8,2.2,1.3,14.4,17.9,0.2,0.6,0.8,0.07200000000000001,-2.3,0.3,-2.0,0.0,James Wilkes,0,0.005,0.228,0.491
284,1980-81,23.0,ATL,NBA,SF,55.0,586.0,8.8,11.4,15.7,13.5,7.0,1.5,0.5,20.0,21.6,-0.5,0.5,0.0,-0.002,-5.0,-1.4,-6.5,-0.7,Craig Shelton,0,0.005,0.265,0.48100000000000004
285,1980-81,23.0,PHI,NBA,C,52.0,528.0,13.8,11.4,20.0,16.0,6.4,1.8,2.4,11.1,20.0,0.1,1.1,1.2,0.109,-1.9,0.4,-1.5,0.1,Earl Cureton,0,0.005,0.312,0.47
286,1980-81,23.0,GSW,NBA,SG,59.0,597.0,6.2,4.9,6.2,5.6,15.6,2.6,0.5,27.8,18.6,-1.0,0.3,-0.6,-0.05,-5.4,-0.2,-5.6,-0.5,Billy Reid,0,0.027000000000000003,0.21100000000000002,0.47
287,1980-81,24.0,IND,NBA,PG,47.0,450.0,8.4,2.6,8.0,5.2,19.2,2.4,0.1,20.4,12.2,-0.1,0.4,0.3,0.032,-3.3,0.5,-2.7,-0.1,Jerry Sichting,0,0.053,0.337,0.426
288,1980-81,23.0,NYK,NBA,SG,60.0,536.0,8.8,6.2,8.6,7.4,18.3,2.0,0.2,15.4,18.7,-0.4,0.5,0.1,0.01,-3.3,-0.3,-3.7,-0.2,Reggie Carter,0,0.017,0.385,0.40399999999999997
289,1980-81,23.0,POR,NBA,PF,55.0,461.0,8.4,6.6,15.4,11.0,4.5,2.3,2.4,15.6,17.7,-0.6,0.6,0.1,0.006,-4.8,0.4,-4.4,-0.3,Mike Harper,0,0.022000000000000002,0.625,0.43
290,1980-81,25.0,PHO,NBA,SF,44.0,231.0,6.7,12.6,15.0,13.8,9.3,1.6,0.2,13.9,30.3,-0.7,0.4,-0.3,-0.062,-6.7,-2.1,-8.8,-0.5,Mike Niles,0,0.028999999999999998,0.268,0.373
