,SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Name,all_defensive
14,1993-94,22.0,WSB,NBA,SG,65.0,1604.0,14.0,0.508,0.033,0.231,6.3,7.6,6.9,12.9,2.0,0.4,12.3,23.4,1.0,0.2,1.2,0.035,-0.9,-1.5,-2.4,-0.2,Calbert Cheaney,0
15,1993-94,22.0,LAC,NBA,SF,37.0,871.0,14.3,0.605,0.012,0.617,10.0,15.8,12.9,5.6,2.0,2.6,12.7,11.5,1.5,0.9,2.3,0.127,-0.5,0.6,0.1,0.5,Bo Outlaw,0
16,1993-94,23.0,DAL,NBA,PF,81.0,1773.0,14.1,0.515,0.002,0.263,17.6,20.9,19.2,8.4,1.7,1.2,17.2,13.1,2.1,1.6,3.6,0.098,-0.9,-1.2,-2.1,-0.1,Popeye Jones,0
17,1993-94,25.0,IND,NBA,PF,81.0,1732.0,15.2,0.561,0.002,0.711,13.2,20.3,16.9,4.7,1.3,3.3,16.1,16.8,2.3,2.8,5.0,0.139,-0.2,0.3,0.1,0.9,Antonio Davis,0
18,1993-94,23.0,LAC,NBA,SF,49.0,923.0,17.2,0.593,0.013999999999999999,0.51,10.9,6.7,8.8,5.0,3.8,0.1,10.7,17.9,2.0,0.8,2.8,0.146,0.4,0.5,0.9,0.7,Harold Ellis,0
19,1993-94,22.0,DEN,NBA,SF,79.0,1406.0,12.9,0.509,0.16899999999999998,0.34700000000000003,7.4,10.4,8.9,11.4,2.2,2.1,17.3,23.0,-0.1,2.1,2.0,0.067,-1.3,0.7,-0.6,0.5,Rodney Rogers,0
20,1993-94,23.0,WSB,NBA,SG,75.0,1321.0,13.0,0.521,0.012,0.431,9.2,10.7,10.0,8.9,2.0,0.9,14.9,19.0,0.7,0.4,1.1,0.04,-1.0,-1.4,-2.4,-0.1,Mitchell Butler,0
21,1993-94,24.0,HOU,NBA,PG,66.0,1122.0,13.1,0.506,0.22699999999999998,0.276,2.6,10.2,6.6,25.8,2.7,0.4,17.8,20.9,0.4,1.8,2.2,0.09300000000000001,-2.1,1.3,-0.7,0.4,Sam Cassell,0
22,1993-94,23.0,UTA,NBA,SF,67.0,1121.0,11.1,,,,6.4,12.2,9.3,7.0,3.1,1.2,,14.9,0.4,1.7,2.1,0.08900000000000001,-2.6,1.8,-0.9,0.3,Bryon Russell,0
23,1993-94,24.0,TOT,NBA,C,23.0,367.0,8.9,0.504,0.0,0.366,8.8,16.5,12.4,6.1,1.9,0.4,16.6,13.2,0.1,0.3,0.4,0.048,-4.4,-0.1,-4.5,-0.2,Darren Morningstar,0
24,1993-94,23.0,BOS,NBA,C,74.0,1149.0,9.2,0.46299999999999997,0.003,0.43,8.3,16.0,12.1,1.5,1.0,2.9,14.0,19.4,-0.7,0.9,0.2,0.008,-5.2,-1.4,-6.5,-1.3,Acie Earl,0
25,1993-94,23.0,DAL,NBA,SG,77.0,1165.0,11.0,0.478,0.086,0.309,4.0,11.7,7.6,14.3,2.1,0.6,15.1,18.7,-0.1,0.7,0.6,0.025,-2.6,-0.5,-3.1,-0.3,Lucious Harris,0
26,1993-94,23.0,CHH,NBA,SF,51.0,767.0,10.4,0.461,0.026000000000000002,0.299,6.8,12.0,9.5,11.1,2.4,1.3,14.5,17.2,-0.2,0.7,0.5,0.03,-2.8,0.2,-2.6,-0.1,Scott Burrell,0
27,1993-94,23.0,PHI,NBA,PF,68.0,884.0,11.3,0.597,0.0,0.509,9.4,19.6,14.5,3.2,1.1,1.6,17.5,12.3,0.8,0.6,1.4,0.078,-3.2,-1.0,-4.2,-0.5,Warren Kidd,0
28,1993-94,23.0,PHI,NBA,SG,70.0,889.0,11.4,0.478,0.08199999999999999,0.361,2.6,8.1,5.3,11.5,3.4,0.3,15.5,20.4,-0.5,0.6,0.1,0.005,-3.9,0.1,-3.9,-0.4,Greg Graham,0
29,1993-94,23.0,SAC,NBA,C,55.0,667.0,9.6,,,,7.9,20.1,13.8,5.2,1.3,2.4,,12.3,0.3,0.7,0.9,0.066,-4.6,0.1,-4.4,-0.4,Mike Peplowski,0
30,1993-94,22.0,LAC,NBA,PG,64.0,759.0,9.5,0.45299999999999996,0.16699999999999998,0.237,3.5,6.0,4.8,15.2,1.8,0.2,13.9,23.9,-0.7,0.2,-0.4,-0.027999999999999997,-3.5,-2.3,-5.8,-0.7,Terry Dehere,0
31,1993-94,23.0,POR,NBA,PG,58.0,673.0,10.0,0.439,0.256,0.235,5.3,7.4,6.3,14.5,2.2,1.4,14.2,22.2,-0.5,0.7,0.2,0.015,-2.2,0.1,-2.1,0.0,James Robinson,0
32,1993-94,25.0,CHI,NBA,PF,67.0,690.0,12.3,0.478,0.0,0.431,12.9,20.0,16.5,11.4,1.4,3.3,20.1,16.6,0.0,1.2,1.2,0.085,-3.2,1.0,-2.3,0.0,Corie Blount,0
33,1993-94,24.0,LAC,NBA,C,53.0,535.0,6.9,0.503,0.0,0.58,7.2,15.9,11.6,4.1,0.7,3.7,20.8,10.8,-0.1,0.4,0.3,0.03,-5.9,0.5,-5.4,-0.5,Bob Martin,0
34,1993-94,23.0,NJN,NBA,PG,60.0,542.0,13.0,0.46399999999999997,0.27,0.305,1.9,6.7,4.3,33.3,3.5,0.5,20.9,19.4,-0.1,0.7,0.6,0.053,-1.6,0.6,-0.9,0.2,David Wesley,0
35,1993-94,22.0,SAS,NBA,PG,40.0,339.0,3.5,0.406,0.366,0.183,1.7,7.6,4.8,21.4,1.7,0.2,29.5,16.6,-0.7,0.3,-0.3,-0.049,-7.1,-1.0,-8.2,-0.5,Chris Whitney,0
36,1993-94,23.0,NJN,NBA,SG,48.0,386.0,16.2,0.623,0.243,0.29600000000000004,1.6,8.9,5.2,28.6,2.0,0.5,18.8,17.5,0.8,0.4,1.2,0.149,0.3,0.1,0.3,0.2,Rex Walters,0
37,1993-94,22.0,DEN,NBA,SG,38.0,285.0,6.3,0.365,0.273,0.307,6.9,6.8,6.8,8.0,2.6,2.9,15.3,17.6,-0.6,0.4,-0.1,-0.022000000000000002,-4.3,1.4,-3.0,-0.1,Darnell Mee,0
38,1993-94,26.0,GSW,NBA,PF,53.0,382.0,11.7,0.494,0.418,0.19899999999999998,7.8,17.3,12.6,8.6,2.3,1.3,15.9,20.4,0.0,0.5,0.5,0.06,-2.5,0.1,-2.3,0.0,Josh Grant,0
39,1993-94,26.0,SEA,NBA,C,45.0,280.0,16.1,0.46299999999999997,0.0,0.434,20.3,29.7,25.0,3.6,1.8,5.6,16.0,23.0,0.0,0.7,0.7,0.114,-3.6,-1.1,-4.8,-0.2,Ervin Johnson,0
40,1993-94,23.0,MIN,NBA,SF,68.0,374.0,9.2,0.42,0.024,0.54,6.7,10.4,8.6,9.1,2.2,0.7,10.9,20.4,-0.2,0.2,0.0,0.0,-3.5,-1.3,-4.7,-0.3,Brian Davis,0
41,1993-94,23.0,HOU,NBA,C,47.0,219.0,13.4,0.51,0.013999999999999999,0.529,12.9,16.8,15.0,6.3,1.2,2.6,14.8,20.5,0.1,0.4,0.4,0.09699999999999999,-3.3,-0.8,-4.0,-0.1,Eric Riley,0
42,1992-93,20.0,ORL,NBA,C,81.0,3071.0,22.9,0.584,0.002,0.5529999999999999,13.4,27.1,20.6,8.5,1.0,5.7,15.9,27.0,4.5,6.0,10.4,0.163,2.0,1.5,3.5,4.3,Shaquille O'Neal,1
43,1992-93,22.0,GSW,NBA,SG,77.0,2741.0,13.6,0.541,0.205,0.292,3.2,7.8,5.5,15.2,2.2,1.2,15.7,19.3,2.2,1.8,4.0,0.07,0.1,0.1,0.2,1.5,Latrell Sprewell,1
44,1992-93,23.0,MIN,NBA,PF,81.0,2823.0,17.3,0.564,0.038,0.521,7.4,22.7,15.1,13.4,1.9,1.9,17.4,24.9,2.2,2.8,5.0,0.085,0.0,-0.2,-0.2,1.3,Christian Laettner,0
45,1992-93,23.0,WSB,NBA,PF,81.0,2795.0,14.6,0.47200000000000003,0.11900000000000001,0.248,8.7,23.1,15.7,16.6,2.4,0.8,15.5,22.6,-1.6,3.2,1.6,0.027999999999999997,-0.8,-0.1,-0.9,0.8,Tom Gugliotta,0
46,1992-93,22.0,CHH,NBA,C,78.0,2644.0,20.8,0.586,0.003,0.5670000000000001,11.2,21.0,16.4,4.3,0.5,5.8,14.4,25.5,4.8,3.4,8.2,0.14800000000000002,0.9,0.0,0.9,1.9,Alonzo Mourning,1
47,1992-93,22.0,DEN,NBA,PF,82.0,2749.0,16.6,0.5489999999999999,0.013999999999999999,0.331,10.5,18.2,14.3,8.2,1.3,2.4,12.2,18.5,4.1,3.8,8.0,0.139,0.4,0.4,0.8,2.0,LaPhonso Ellis,0
48,1992-93,22.0,HOU,NBA,SF,79.0,2330.0,12.1,0.52,0.069,0.293,5.8,12.8,9.5,11.9,1.7,2.2,16.8,17.5,0.4,3.2,3.6,0.075,-1.7,1.0,-0.7,0.8,Robert Horry,0
49,1992-93,23.0,DAL,NBA,C,72.0,2087.0,14.7,0.528,0.003,0.521,9.3,19.3,13.9,7.3,0.9,2.5,14.8,21.0,0.8,0.7,1.5,0.034,-0.7,-1.7,-2.4,-0.2,Sean Rooks,0
50,1992-93,22.0,SAC,NBA,SF,59.0,1673.0,15.0,0.524,0.23199999999999998,0.36700000000000005,7.4,10.4,8.8,16.7,1.9,1.1,15.8,27.7,0.4,1.2,1.6,0.047,0.4,-1.1,-0.7,0.5,Walt Williams,0
51,1992-93,23.0,MIL,NBA,PF,82.0,2285.0,10.2,0.45899999999999996,0.002,0.214,9.0,17.0,12.9,5.9,1.2,2.1,13.8,19.1,-1.5,1.8,0.3,0.005,-3.8,-1.7,-5.5,-2.0,Anthony Avent,0
52,1992-93,23.0,PHO,NBA,SF,48.0,1320.0,18.6,0.564,0.005,0.373,8.6,10.1,9.4,6.9,3.1,1.8,12.1,23.8,2.1,1.9,3.9,0.142,0.9,0.6,1.5,1.2,Richard Dumas,0
53,1992-93,23.0,MIL,NBA,SG,71.0,1931.0,14.5,0.513,0.222,0.359,8.5,8.9,8.7,9.4,1.9,1.6,11.0,23.9,1.5,1.1,2.6,0.065,-0.1,-1.5,-1.6,0.2,Todd Day,0
54,1992-93,22.0,DEN,NBA,SG,39.0,865.0,11.7,0.525,0.013999999999999999,0.428,4.7,10.5,7.6,8.1,1.3,0.3,11.8,17.6,0.8,0.8,1.6,0.09,-1.9,-0.1,-2.0,0.0,Bryant Stith,0
55,1992-93,23.0,WSB,NBA,PG,45.0,990.0,11.8,0.51,0.04,0.251,2.8,9.4,6.0,23.3,1.5,0.4,16.7,18.5,0.1,0.4,0.6,0.027999999999999997,-1.8,-0.7,-2.6,-0.2,Doug Overton,0
56,1992-93,23.0,LAL,NBA,SG,77.0,1656.0,13.9,0.5529999999999999,0.18600000000000003,0.325,4.4,8.0,6.2,15.3,1.8,0.5,14.5,21.9,1.7,1.0,2.7,0.078,-0.1,-0.6,-0.7,0.6,Anthony Peeler,0
57,1992-93,23.0,DAL,NBA,SG,74.0,1578.0,9.0,0.462,0.07400000000000001,0.29600000000000004,3.3,10.8,6.7,11.8,2.3,0.7,14.9,19.4,-1.2,0.4,-0.8,-0.024,-4.4,-0.6,-5.0,-1.2,Walter Bond,0
58,1992-93,28.0,TOT,NBA,SF,20.0,422.0,12.8,0.501,0.012,0.331,10.1,11.4,10.7,8.2,1.9,1.0,12.2,20.6,0.3,0.3,0.6,0.071,-2.2,-0.3,-2.5,-0.1,Andre Spencer,0
59,1992-93,25.0,SAS,NBA,SG,77.0,1573.0,12.9,0.51,0.275,0.154,6.6,9.1,7.9,14.4,1.2,1.2,12.9,22.1,0.5,1.3,1.8,0.055999999999999994,0.0,-0.9,-0.9,0.4,Lloyd Daniels,0
60,1992-93,22.0,PHO,NBA,C,56.0,1069.0,12.7,0.523,0.012,0.392,7.5,20.9,14.3,14.3,1.7,5.6,26.5,15.7,-0.4,1.9,1.6,0.07,-2.6,3.5,0.9,0.8,Oliver Miller,0
61,1992-93,21.0,MIA,NBA,SG,73.0,1383.0,14.3,0.529,0.015,0.348,6.0,6.2,6.1,9.3,1.2,0.4,11.5,25.1,1.3,0.7,2.0,0.069,-0.4,-1.6,-2.0,0.0,Harold Miner,0
62,1992-93,22.0,ATL,NBA,PF,82.0,1549.0,13.6,0.564,0.003,0.63,11.8,19.5,15.5,7.0,1.8,0.7,17.2,15.5,1.9,1.4,3.3,0.102,-1.6,-0.6,-2.2,-0.1,Adam Keefe,0
63,1992-93,22.0,MIL,NBA,PG,82.0,1503.0,11.0,0.524,0.293,0.18100000000000002,2.0,7.1,4.5,25.4,2.0,0.3,17.3,14.0,1.1,0.6,1.8,0.055999999999999994,-1.6,-0.6,-2.2,-0.1,Lee Mayberry,0
64,1992-93,23.0,DAL,NBA,SF,53.0,885.0,12.1,0.52,0.013000000000000001,0.317,9.9,10.6,10.2,10.4,1.3,0.4,15.1,19.3,0.4,0.0,0.4,0.022000000000000002,-1.6,-2.4,-4.0,-0.5,Dexter Cambridge,0
65,1992-93,22.0,NYK,NBA,SG,50.0,815.0,8.7,0.49,0.076,0.215,1.8,5.7,3.8,15.2,1.4,0.3,14.1,17.0,0.0,1.2,1.2,0.07200000000000001,-3.2,0.8,-2.4,-0.1,Hubert Davis,0
66,1992-93,22.0,MIN,NBA,SG,80.0,1266.0,11.1,0.508,0.048,0.415,3.1,6.0,4.6,23.2,1.9,0.8,16.6,14.4,0.7,0.4,1.1,0.042,-1.5,-0.6,-2.1,0.0,Chris Smith,0
67,1992-93,24.0,WSB,NBA,PG,68.0,859.0,9.3,0.424,0.172,0.244,3.6,10.0,6.7,25.0,3.2,0.2,21.6,19.5,-1.4,0.7,-0.6,-0.035,-4.7,-0.1,-4.8,-0.6,Brent Price,0
68,1992-93,23.0,MIN,NBA,PF,43.0,520.0,15.8,0.578,0.006,0.414,15.4,22.5,19.0,3.9,1.1,2.2,16.0,20.3,0.5,0.4,0.9,0.087,-1.0,-2.3,-3.3,-0.2,Marlon Maxey,0
69,1992-93,22.0,ORL,NBA,PG,52.0,626.0,11.6,0.489,0.051,0.485,2.1,3.9,3.1,27.2,1.8,0.4,14.9,19.4,0.4,0.5,0.8,0.064,-1.9,-0.5,-2.3,-0.1,Litterial Green,0
70,1992-93,23.0,MIL,NBA,SG,47.0,552.0,9.6,0.45299999999999996,0.306,0.23800000000000002,2.1,7.0,4.5,17.8,3.2,0.4,15.6,20.9,-0.5,0.4,-0.1,-0.011000000000000001,-3.8,-0.3,-4.1,-0.3,Jon Barry,0
71,1992-93,22.0,IND,NBA,SF,58.0,672.0,12.7,0.469,0.09699999999999999,0.23199999999999998,9.9,8.4,9.1,10.7,2.7,0.7,14.2,25.8,-0.4,0.5,0.2,0.013999999999999999,-1.8,-1.1,-2.8,-0.1,Malik Sealy,0
72,1992-93,23.0,MIA,NBA,C,48.0,554.0,11.8,0.5770000000000001,0.027999999999999997,0.634,9.3,15.6,12.4,3.9,1.4,2.2,16.3,17.3,0.6,0.6,1.2,0.10099999999999999,-4.0,-0.2,-4.2,-0.3,Matt Geiger,0
73,1992-93,23.0,CHH,NBA,PG,75.0,857.0,9.3,0.496,0.308,0.158,1.6,6.1,3.9,20.9,1.7,0.0,15.2,15.8,0.3,0.4,0.7,0.039,-2.4,-0.7,-3.1,-0.2,Tony Bennett,0
74,1992-93,23.0,WSB,NBA,PF,62.0,674.0,14.0,0.49700000000000005,0.017,0.307,5.4,15.2,10.2,9.6,0.8,0.4,9.3,28.5,0.1,0.3,0.4,0.03,-2.0,-2.7,-4.7,-0.5,Don MacLean,0
75,1992-93,21.0,POR,NBA,SF,48.0,495.0,11.9,0.49,0.26899999999999996,0.154,8.6,9.8,9.2,3.5,0.8,0.6,10.0,25.6,0.1,0.4,0.5,0.049,-1.6,-2.3,-3.9,-0.2,Tracy Murray,0
76,1992-93,23.0,LAL,NBA,PG,65.0,645.0,7.6,0.45,0.19,0.222,2.3,6.6,4.4,31.5,1.4,0.2,28.5,16.1,-0.7,0.3,-0.4,-0.031,-3.7,-2.1,-5.8,-0.6,Duane Cooper,0
77,1992-93,22.0,POR,NBA,SG,42.0,356.0,8.1,0.449,0.094,0.396,5.4,9.5,7.4,5.3,1.1,0.2,13.8,23.4,-0.4,0.3,-0.1,-0.018000000000000002,-4.5,-2.7,-7.2,-0.5,Dave Johnson,0
78,1992-93,22.0,CHI,NBA,PG,35.0,242.0,9.3,0.428,0.035,0.259,8.8,5.9,7.4,12.7,0.9,0.6,10.4,18.9,0.1,0.1,0.2,0.042,-3.2,-2.5,-5.7,-0.2,Corey Williams,0
79,1992-93,22.0,SAS,NBA,SF,40.0,267.0,13.7,0.495,0.18600000000000003,0.49200000000000005,8.1,12.3,10.3,8.5,2.6,1.2,13.3,27.3,0.0,0.4,0.3,0.06,-3.5,-0.5,-4.0,-0.1,Sam Mack,0
80,1992-93,23.0,TOT,NBA,PF-C,27.0,179.0,10.9,0.461,0.0,0.19399999999999998,10.9,23.4,17.3,3.6,1.4,5.9,17.0,11.4,0.0,0.3,0.3,0.07400000000000001,-4.0,2.4,-1.6,0.0,Lorenzo Williams,0
81,1992-93,23.0,LAC,NBA,C,44.0,280.0,9.7,0.541,0.0,0.39,6.6,18.0,12.3,3.9,1.4,4.1,21.3,17.9,-0.2,0.4,0.2,0.026000000000000002,-5.8,0.5,-5.3,-0.2,Elmore Spencer,0
82,1992-93,23.0,UTA,NBA,PG,40.0,243.0,13.2,0.575,0.19399999999999998,0.528,1.9,5.9,4.0,32.7,2.3,0.0,25.3,21.0,0.1,0.2,0.3,0.057,-1.2,-1.0,-2.2,0.0,John Crotty,0
83,1992-93,22.0,UTA,NBA,SF,49.0,260.0,9.8,0.447,0.0,0.57,11.8,14.4,13.1,5.4,2.9,3.0,16.5,23.0,-0.3,0.4,0.1,0.018000000000000002,-6.1,0.3,-5.9,-0.3,Stephen Howard,0
84,1992-93,22.0,LAC,NBA,PG,41.0,174.0,12.3,0.439,0.212,0.39399999999999996,3.8,5.1,4.5,30.1,3.9,0.4,17.1,22.1,-0.1,0.2,0.1,0.037000000000000005,-2.9,0.5,-2.4,0.0,Randy Woods,0
85,1991-92,25.0,DEN,NBA,C,71.0,2716.0,16.5,0.54,0.0,0.575,11.9,23.3,17.3,8.6,0.8,4.8,18.8,20.1,1.3,3.6,4.8,0.086,-0.6,0.6,0.0,1.4,Dikembe Mutombo,1
86,1977-78,23.0,BUF,NBA,SG,4.0,38.0,8.0,0.21600000000000003,,0.154,2.8,11.2,7.1,23.5,6.1,2.7,17.8,17.7,-0.2,0.1,-0.1,-0.099,-3.9,1.0,-2.9,0.0,Larry Johnson,0
87,1991-92,22.0,GSW,NBA,PF,80.0,2510.0,15.6,0.555,0.01,0.35,10.8,17.0,13.9,9.8,1.7,1.5,14.8,19.3,3.3,2.3,5.6,0.107,0.4,-0.4,0.0,1.3,Billy Owens,0
88,1991-92,23.0,ATL,NBA,SG,82.0,2505.0,14.4,0.526,0.006999999999999999,0.35600000000000004,7.9,9.9,8.9,11.4,2.4,0.6,14.8,20.1,1.5,2.2,3.7,0.071,-0.5,-0.1,-0.6,0.8,Stacey Augmon,0
89,1991-92,22.0,DEN,NBA,SG,76.0,2304.0,8.3,0.415,0.034,0.20800000000000002,3.5,6.9,5.1,10.7,3.3,0.4,13.8,19.8,-3.1,2.3,-0.8,-0.016,-5.2,0.8,-4.4,-1.4,Mark Macon,0
90,2006-07,23.0,PHI,NBA,PF,8.0,28.0,-1.8,0.282,0.0,0.25,4.3,21.4,12.9,0.0,1.9,0.0,18.4,18.0,-0.1,0.0,-0.1,-0.154,-11.3,-3.6,-14.9,-0.1,Steven Smith,0
91,1991-92,23.0,WSB,NBA,PF,76.0,2229.0,12.9,0.573,0.005,0.395,8.9,13.2,11.0,7.6,1.1,1.2,13.9,15.2,2.9,1.8,4.7,0.10099999999999999,-1.0,-0.5,-1.5,0.3,Larry Stewart,0
92,1991-92,24.0,DAL,NBA,PG,52.0,1280.0,13.3,0.591,0.38299999999999995,0.361,2.2,6.1,4.1,22.8,1.3,0.0,18.3,16.9,1.8,0.3,2.2,0.081,0.6,-1.7,-1.1,0.3,Mike Iuzzolino,0
93,1991-92,22.0,DAL,NBA,PF,76.0,1707.0,11.9,0.444,0.016,0.172,7.8,16.9,12.2,12.2,1.8,1.2,11.4,21.5,-0.8,1.6,0.8,0.023,-3.2,-0.1,-3.3,-0.6,Doug Smith,0
94,1991-92,24.0,ATL,NBA,SG,78.0,1718.0,14.7,0.523,0.207,0.249,4.4,10.1,7.1,14.6,2.7,0.7,10.7,20.4,1.9,1.7,3.6,0.1,-0.6,0.8,0.3,1.0,Paul Graham,0
95,1991-92,22.0,DAL,NBA,PF,51.0,1058.0,13.8,,,,11.5,16.3,13.8,5.8,1.2,1.3,,19.1,0.7,0.8,1.5,0.069,-1.3,-1.2,-2.5,-0.1,Donald Hodge,0
96,1991-92,22.0,IND,NBA,PF,64.0,1301.0,13.3,0.5710000000000001,0.004,0.545,14.2,20.3,17.4,3.0,1.0,3.4,12.4,12.7,1.9,1.5,3.4,0.126,-0.9,-0.4,-1.3,0.2,Dale Davis,0
97,1991-92,21.0,ORL,NBA,C,55.0,1118.0,16.3,0.5379999999999999,0.002,0.439,11.0,22.9,16.8,5.8,1.0,4.5,12.8,22.7,0.8,1.4,2.1,0.092,-1.9,0.5,-1.4,0.2,Stanley Roberts,0
98,1991-92,21.0,CLE,NBA,PG,82.0,1605.0,12.8,0.461,0.038,0.20600000000000002,3.5,7.6,5.6,27.8,2.6,0.8,17.2,21.5,-0.6,1.5,0.9,0.027999999999999997,-1.7,-0.5,-2.2,-0.1,Terrell Brandon,0
99,1991-92,22.0,BOS,NBA,SF,81.0,1535.0,12.2,0.531,0.133,0.35,5.5,10.1,7.9,11.1,2.5,1.2,16.9,20.4,0.4,1.9,2.3,0.073,-2.6,1.0,-1.6,0.2,Rick Fox,0
100,1991-92,22.0,ORL,NBA,PF,48.0,905.0,17.1,0.565,0.0,0.43799999999999994,13.8,19.9,16.8,5.8,2.2,3.6,18.2,21.7,0.6,1.2,1.8,0.09699999999999999,-1.4,0.5,-0.9,0.3,Bison Dele,0
101,1991-92,26.0,DAL,NBA,SF,42.0,782.0,11.6,0.494,0.258,0.24,4.1,7.2,5.6,9.8,2.1,0.3,10.9,22.2,0.2,0.4,0.6,0.039,-2.0,-0.6,-2.6,-0.1,Tracy Moore,0
102,1991-92,24.0,NYK,NBA,PG,82.0,1510.0,10.6,0.44299999999999995,0.126,0.363,2.5,7.7,5.2,28.6,2.0,0.4,16.3,17.4,0.2,2.0,2.2,0.07,-2.7,0.8,-1.9,0.0,Greg Anthony,0
103,1991-92,21.0,NJN,NBA,PG,64.0,1086.0,12.8,0.43,0.027000000000000003,0.204,3.6,9.0,6.2,26.5,3.0,0.5,15.6,22.9,-0.6,1.1,0.5,0.022000000000000002,-1.7,-0.1,-1.8,0.1,Kenny Anderson,0
104,1991-92,22.0,GSW,NBA,C,80.0,1350.0,13.9,0.561,0.002,0.325,8.7,18.3,13.6,3.1,1.5,2.7,14.8,18.3,1.1,1.4,2.5,0.09,-1.6,-0.4,-2.0,0.0,Victor Alexander,0
105,1991-92,23.0,UTA,NBA,SF,77.0,1161.0,12.1,0.518,0.037000000000000005,0.267,10.7,17.7,14.4,4.2,0.8,2.3,14.5,18.2,0.5,1.5,2.0,0.085,-2.1,-0.7,-2.9,-0.3,David Benoit,0
106,1991-92,23.0,MIN,NBA,C,66.0,991.0,10.1,0.494,0.0,0.321,7.2,21.8,14.3,7.3,1.8,3.9,22.6,15.8,-0.9,1.1,0.2,0.009000000000000001,-5.1,0.8,-4.4,-0.6,Luc Longley,0
