,SEASON,AGE,TEAM,LEAGUE,POS,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Name,all_defensive
20,2016-17,21.0,GSW,NBA,SG,71.0,1074.0,8.6,0.54,0.502,0.151,2.3,7.6,5.1,9.0,1.4,1.1,12.1,11.9,0.5,1.2,1.7,0.077,-2.4,0.1,-2.4,-0.1,Patrick McCaw,0
21,2016-17,21.0,CLE,NBA,PG,42.0,386.0,11.4,0.462,0.139,0.31,0.9,10.5,5.9,22.7,2.3,1.5,14.3,24.2,-0.3,0.4,0.1,0.008,-3.1,0.7,-2.4,0.0,Kay Felder,0
22,2016-17,27.0,NYK,NBA,SF,68.0,1016.0,12.4,0.5329999999999999,0.455,0.184,5.0,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.055,-0.6,-1.4,-1.9,0.0,Mindaugas Kuzminskas,0
23,2016-17,23.0,CHI,NBA,SG,57.0,976.0,7.3,0.49200000000000005,0.722,0.063,1.2,15.6,8.3,9.3,1.5,0.6,14.2,15.4,-0.5,1.1,0.6,0.031,-3.5,0.1,-3.3,-0.3,Denzel Valentine,0
24,2015-16,20.0,MIN,NBA,C,82.0,2627.0,22.5,0.59,0.076,0.239,10.3,27.5,19.0,11.3,1.1,4.3,12.6,24.9,5.5,2.8,8.3,0.151,2.5,-0.4,2.2,2.7,Karl-Anthony Towns,0
25,2015-16,19.0,DEN,NBA,PG,68.0,2068.0,9.9,0.43700000000000006,0.256,0.231,1.7,10.9,6.2,29.0,1.6,1.4,17.9,25.7,-3.3,1.2,-2.1,-0.049,-2.3,-1.9,-4.2,-1.2,Emmanuel Mudiay,0
26,2015-16,20.0,PHI,NBA,C,53.0,1591.0,17.1,0.536,0.008,0.248,8.1,17.8,12.8,8.2,0.7,2.9,12.5,27.3,0.3,0.9,1.2,0.037000000000000005,-0.5,-1.8,-2.3,-0.1,Jahlil Okafor,0
27,2015-16,19.0,MIA,NBA,SF,78.0,2232.0,8.4,0.489,0.251,0.253,4.2,15.8,10.2,7.4,1.6,0.9,15.6,12.5,-0.2,2.7,2.5,0.054000000000000006,-3.3,0.7,-2.6,-0.3,Justise Winslow,0
28,2015-16,19.0,LAL,NBA,PG,80.0,2259.0,13.2,0.507,0.387,0.19899999999999998,2.2,11.2,6.5,21.2,2.1,0.5,15.9,24.1,-0.7,0.7,0.0,0.001,-0.7,-1.6,-2.3,-0.1,D'Angelo Russell,0
29,2015-16,19.0,PHO,NBA,SG,76.0,2108.0,11.9,0.535,0.33299999999999996,0.295,1.4,8.4,4.8,15.8,1.0,0.8,14.0,23.0,1.2,0.7,1.9,0.043,-1.2,-1.7,-2.8,-0.5,Devin Booker,0
30,2015-16,19.0,DET,NBA,SF,73.0,1687.0,8.7,0.46,0.342,0.17,3.6,16.7,9.9,10.8,1.6,0.5,15.0,19.6,-1.3,1.9,0.6,0.018000000000000002,-3.5,0.2,-3.3,-0.5,Stanley Johnson,0
31,2015-16,19.0,IND,NBA,C,60.0,1367.0,15.4,0.531,0.026000000000000002,0.228,5.5,21.0,13.3,5.0,0.9,5.1,10.3,20.9,0.8,2.3,3.1,0.109,-2.2,0.6,-1.6,0.1,Myles Turner,0
32,2015-16,22.0,SAC,NBA,C,66.0,1412.0,15.3,0.588,0.006,0.369,10.3,16.6,13.5,3.8,1.6,3.8,10.5,13.2,2.4,1.4,3.8,0.13,-0.8,0.1,-0.8,0.4,Willie Cauley-Stein,0
33,2015-16,22.0,MIA,NBA,SG,52.0,1107.0,11.4,0.569,0.423,0.23199999999999998,2.2,8.5,5.5,9.7,1.7,1.7,10.5,13.8,1.3,1.2,2.5,0.109,-1.1,0.7,-0.4,0.5,Josh Richardson,0
34,2015-16,21.0,BRK,NBA,SF,29.0,615.0,14.2,0.519,0.10099999999999999,0.377,7.0,21.4,14.1,10.1,3.2,2.1,13.9,13.5,0.5,0.7,1.2,0.094,-1.4,2.2,0.8,0.4,Rondae Hollis-Jefferson,0
35,2015-16,22.0,CHO,NBA,C,81.0,1708.0,12.5,0.513,0.385,0.282,4.4,17.2,10.7,9.0,1.1,2.0,8.9,17.1,1.2,2.1,3.3,0.09300000000000001,-1.0,0.2,-0.8,0.5,Frank Kaminsky,0
36,2015-16,23.0,LAL,NBA,SF,29.0,599.0,4.9,0.42700000000000005,0.556,0.159,1.6,11.3,6.3,4.8,1.2,0.7,10.0,11.0,-0.4,0.1,-0.3,-0.024,-4.5,-1.0,-5.5,-0.5,Anthony Brown,0
37,1981-82,22.0,PHO,NBA,PF,80.0,1186.0,14.7,0.5429999999999999,0.002,0.268,9.1,14.7,11.9,10.0,1.7,3.4,17.6,20.6,0.3,2.1,2.4,0.098,-1.5,1.3,-0.2,0.5,Larry Nance Jr.,0
38,2015-16,23.0,UTA,NBA,PG,81.0,1499.0,10.2,0.53,0.38799999999999996,0.16699999999999998,1.3,8.0,4.7,18.7,2.2,0.1,19.5,17.2,0.2,1.6,1.8,0.057999999999999996,-2.3,0.3,-2.0,0.0,Raul Neto,0
39,2015-16,27.0,MIN,NBA,PF,60.0,1075.0,11.2,0.594,0.532,0.23399999999999999,5.4,17.2,11.4,11.4,1.2,1.6,15.3,12.8,1.4,0.6,1.9,0.087,-0.9,0.2,-0.7,0.3,Nemanja Bjelica,0
40,2015-16,20.0,ORL,NBA,SF,79.0,1413.0,9.4,0.541,0.45899999999999996,0.129,2.2,11.8,6.9,11.2,1.4,1.0,18.0,16.9,-0.1,1.0,0.9,0.028999999999999998,-2.4,-0.7,-3.1,-0.4,Mario Hezonja,0
41,2015-16,20.0,CHI,NBA,PF,62.0,1102.0,13.8,0.469,0.11900000000000001,0.151,12.0,20.0,16.1,7.5,1.1,1.5,10.4,20.7,0.3,1.3,1.5,0.066,-1.5,-1.8,-3.3,-0.4,Bobby Portis,0
42,2015-16,20.0,UTA,NBA,PF,80.0,1382.0,11.6,0.517,0.294,0.188,5.0,20.2,12.6,7.1,1.0,1.1,12.1,17.9,0.6,1.7,2.3,0.079,-1.6,-0.2,-1.8,0.1,Trey Lyles,0
43,2015-16,23.0,NYK,NBA,PG,76.0,1265.0,11.2,0.479,0.256,0.315,2.0,10.2,6.2,21.8,2.0,0.6,16.3,19.0,-0.2,1.0,0.8,0.03,-2.8,-0.3,-3.1,-0.3,Jerian Grant,0
44,2015-16,32.0,LAL,NBA,PG,53.0,869.0,10.4,0.488,0.265,0.126,2.2,9.2,5.6,33.9,1.5,0.6,24.8,16.3,-0.2,0.1,-0.1,-0.006,-2.7,-2.2,-5.0,-0.7,Marcelo Huertas,0
45,2015-16,19.0,MIN,NBA,PG,37.0,573.0,11.2,0.45,0.34,0.25,1.4,8.0,4.8,27.7,2.7,0.4,16.0,16.1,0.0,0.3,0.3,0.027000000000000003,-1.9,-0.5,-2.4,-0.1,Tyus Jones,0
46,2015-16,20.0,BRK,NBA,PF,24.0,362.0,12.2,0.47,0.312,0.21100000000000002,7.6,13.6,10.5,3.7,3.9,2.7,11.2,16.5,-0.1,0.4,0.3,0.043,-2.7,0.4,-2.4,0.0,Chris McCullough,0
47,2015-16,22.0,TOR,NBA,SG,49.0,725.0,13.3,0.541,0.389,0.231,2.6,14.8,8.8,10.4,2.1,1.1,11.3,17.8,0.7,0.9,1.6,0.105,-0.5,0.3,-0.3,0.3,Norman Powell,0
48,2015-16,26.0,SAS,NBA,SG,55.0,813.0,11.9,0.586,0.19399999999999998,0.38,2.3,10.8,6.7,10.4,1.5,0.5,15.8,18.9,0.7,1.3,2.0,0.11900000000000001,-3.1,0.4,-2.7,-0.2,Jonathon Simmons,0
49,2015-16,19.0,MIL,NBA,SG,70.0,1001.0,4.2,,,,1.3,8.7,5.0,5.5,1.5,1.4,,13.5,-1.2,0.4,-0.8,-0.036000000000000004,-4.4,-1.3,-5.7,-0.9,Rashad Vaughn,0
50,2015-16,21.0,MEM,NBA,PF,27.0,380.0,14.0,0.534,0.017,0.534,11.2,14.7,12.9,6.4,1.1,1.7,11.7,19.2,0.5,0.2,0.8,0.1,-2.0,-1.8,-3.7,-0.2,Jarell Martin,0
51,2015-16,22.0,PHI,NBA,PF,51.0,702.0,15.9,0.564,0.198,0.33299999999999996,9.3,11.7,10.5,8.0,1.3,4.3,11.2,17.9,1.0,0.5,1.5,0.10300000000000001,-1.1,-0.4,-1.5,0.1,Richaun Holmes,0
52,2015-16,21.0,OKC,NBA,PG,57.0,698.0,12.9,0.49,0.39899999999999997,0.086,1.5,11.2,6.6,22.5,2.6,0.7,13.2,20.3,0.6,0.8,1.4,0.09300000000000001,-1.3,0.6,-0.7,0.2,Cameron Payne,0
53,2015-16,22.0,DAL,NBA,SF,55.0,647.0,12.3,0.522,0.474,0.314,3.1,19.3,11.2,6.8,1.5,3.2,10.8,15.8,0.3,0.8,1.1,0.083,-1.1,1.4,0.3,0.4,Justin Anderson,0
54,2015-16,29.0,DAL,NBA,C,34.0,397.0,16.8,0.636,0.013000000000000001,0.59,11.4,22.6,17.0,3.9,1.0,7.6,19.0,14.0,0.6,0.7,1.3,0.156,-1.6,1.8,0.2,0.2,Salah Mejri,0
55,2015-16,24.0,ATL,NBA,SG,35.0,395.0,5.1,0.46799999999999997,0.613,0.275,1.1,12.4,6.9,13.6,1.1,0.4,20.4,12.8,-0.3,0.5,0.2,0.025,-5.4,0.3,-5.1,-0.3,Lamar Patterson,0
56,2015-16,25.0,BRK,NBA,C,39.0,426.0,19.2,0.579,0.0,0.414,12.7,19.6,16.1,3.8,0.7,5.7,9.2,18.1,0.9,0.3,1.2,0.134,0.4,-0.9,-0.5,0.2,Willie Reed,0
57,2015-16,20.0,WAS,NBA,SF,63.0,671.0,8.2,0.507,0.374,0.23199999999999998,4.1,18.4,11.1,2.8,1.6,0.8,12.8,17.4,-0.3,0.7,0.4,0.031,-4.6,-0.5,-5.1,-0.5,Kelly Oubre Jr.,0
58,2015-16,22.0,DET,NBA,SG,38.0,383.0,10.7,0.511,0.382,0.305,1.4,11.9,6.4,10.9,1.2,0.2,11.3,19.1,0.2,0.3,0.5,0.066,-1.9,-0.5,-2.5,0.0,Darrun Hilliard,0
59,2014-15,19.0,MIN,NBA,SF,82.0,2969.0,13.9,0.517,0.111,0.41,5.0,9.5,7.2,9.8,1.5,1.3,11.7,22.6,2.1,0.0,2.1,0.034,-0.4,-2.0,-2.4,-0.3,Andrew Wiggins,0
60,2014-15,23.0,NYK,NBA,PG,45.0,1457.0,12.3,0.489,0.344,0.153,2.9,12.5,7.5,17.6,1.9,0.7,10.1,19.2,0.7,0.6,1.3,0.043,-1.5,-0.9,-2.3,-0.1,Langston Galloway,0
61,2014-15,20.0,PHI,NBA,C,75.0,2311.0,15.0,0.493,0.0,0.35200000000000004,8.3,21.0,14.3,9.8,2.9,5.0,16.2,17.0,-0.2,4.2,4.0,0.083,-2.6,2.3,-0.3,1.0,Nerlens Noel,0
62,2014-15,20.0,ORL,NBA,PG,82.0,2489.0,13.8,0.456,0.059000000000000004,0.302,4.8,11.2,7.9,32.6,2.9,0.7,20.2,18.3,0.0,2.3,2.3,0.044000000000000004,-1.5,0.3,-1.2,0.5,Elfrid Payton,0
63,2014-15,19.0,MIL,NBA,PF,25.0,738.0,14.5,0.527,0.061,0.251,7.8,13.5,10.7,9.5,2.1,0.6,13.9,20.7,0.4,1.0,1.3,0.08800000000000001,-0.1,-0.4,-0.5,0.3,Jabari Parker,0
64,2014-15,20.0,BOS,NBA,PG,67.0,1808.0,11.0,0.491,0.57,0.266,3.6,9.9,6.7,16.3,2.7,0.8,14.4,15.1,0.7,2.2,2.9,0.077,-1.9,1.5,-0.5,0.7,Marcus Smart,1
65,2014-15,22.0,LAL,NBA,PG,59.0,1476.0,16.9,0.528,0.203,0.265,4.0,10.5,7.1,23.8,1.8,0.7,12.6,23.0,2.0,0.4,2.4,0.078,1.2,-0.9,0.2,0.8,Jordan Clarkson,0
66,2014-15,19.0,MIN,NBA,PG,77.0,1902.0,11.3,0.515,0.247,0.261,1.6,11.6,6.4,24.0,1.4,0.4,20.4,22.0,-0.7,0.0,-0.7,-0.018000000000000002,-2.2,-2.5,-4.6,-1.3,Zach LaVine,0
67,2014-15,23.0,TOT,NBA,PF,32.0,739.0,7.7,0.44299999999999995,0.040999999999999995,0.209,7.2,18.2,12.5,6.4,1.3,1.0,15.5,17.0,-0.7,0.2,-0.5,-0.033,-5.0,-2.0,-6.9,-0.9,Adreian Payne,0
68,2014-15,19.0,UTA,NBA,PG,82.0,1817.0,5.7,0.457,0.635,0.077,1.7,6.6,4.2,16.6,1.2,0.6,21.5,13.8,-1.1,1.0,-0.1,-0.003,-3.6,-0.7,-4.3,-1.1,Dante Exum,0
69,2014-15,22.0,UTA,NBA,SG,50.0,1064.0,12.3,0.529,0.455,0.214,1.0,11.7,6.4,13.2,1.5,0.9,9.9,19.6,1.3,0.9,2.2,0.098,-1.0,0.3,-0.7,0.3,Rodney Hood,0
70,2014-15,20.0,PHI,NBA,SF,65.0,1377.0,8.7,0.47,0.44299999999999995,0.5479999999999999,3.7,12.3,7.8,9.4,1.5,4.0,16.3,16.5,-0.9,1.4,0.5,0.019,-3.9,0.6,-3.3,-0.5,Jerami Grant,0
71,2014-15,27.0,UTA,NBA,SF,79.0,1673.0,9.6,0.5329999999999999,0.5710000000000001,0.113,1.5,10.5,6.0,16.8,2.3,0.5,20.9,12.9,0.5,1.6,2.2,0.062,-2.3,1.1,-1.2,0.3,Joe Ingles,0
72,2014-15,23.0,MIA,NBA,PG,51.0,1012.0,9.3,0.517,0.518,0.24600000000000002,2.1,11.2,6.7,19.9,2.1,0.3,24.3,15.5,-0.3,0.8,0.5,0.024,-2.7,-0.5,-3.2,-0.3,Shabazz Napier,0
73,2014-15,27.0,UTA,NBA,SG,47.0,924.0,7.9,0.45,0.37799999999999995,0.361,3.5,15.2,9.4,9.7,3.2,1.4,19.5,17.0,-1.0,1.4,0.4,0.02,-5.1,2.1,-3.1,-0.3,Elijah Millsap,0
74,2014-15,23.0,TOT,NBA,C,63.0,1196.0,14.7,0.583,0.004,0.43200000000000005,12.8,21.4,17.0,5.6,0.8,1.6,12.9,13.8,2.2,0.9,3.1,0.124,-1.0,-1.1,-2.1,0.0,Tarik Black,0
75,2014-15,22.0,MIA,NBA,SG,32.0,603.0,12.0,0.506,0.287,0.281,2.9,13.1,8.1,11.3,2.9,1.3,13.8,17.0,0.1,0.7,0.8,0.06,-2.0,1.0,-0.9,0.2,Tyler Johnson,0
76,2014-15,24.0,HOU,NBA,SF,43.0,795.0,7.8,0.444,0.5379999999999999,0.091,5.4,10.9,8.2,15.8,1.8,1.3,21.2,14.2,-0.4,0.9,0.5,0.028999999999999998,-2.4,0.4,-2.0,0.0,Kostas Papanikolaou,0
77,2014-15,19.0,ORL,NBA,PF,47.0,797.0,11.4,0.517,0.231,0.293,6.4,17.8,12.0,6.3,1.3,2.2,13.9,15.5,0.3,0.7,1.0,0.06,-2.6,-0.1,-2.7,-0.2,Aaron Gordon,0
78,2014-15,24.0,MIA,NBA,SF,62.0,1051.0,11.5,,,,6.0,14.0,10.1,7.2,1.3,1.4,,14.6,1.2,0.8,1.9,0.08800000000000001,-1.0,-0.5,-1.5,0.1,James Ennis III,0
79,2014-15,23.0,BRK,NBA,SG,47.0,781.0,9.1,0.45899999999999996,0.305,0.271,2.3,13.0,7.7,7.4,2.1,1.2,10.3,15.3,-0.2,0.7,0.5,0.031,-3.0,0.4,-2.6,-0.1,Markel Brown,0
80,2014-15,23.0,NYK,NBA,SF,39.0,647.0,8.4,0.447,0.39299999999999996,0.22399999999999998,3.8,13.8,8.7,9.1,2.0,1.5,14.5,19.6,-0.8,0.4,-0.4,-0.03,-3.7,-1.5,-5.2,-0.5,Cleanthony Early,0
81,2014-15,21.0,SAC,NBA,SG,73.0,1127.0,7.5,0.49200000000000005,0.503,0.21600000000000003,1.1,7.5,4.4,9.0,0.9,1.2,11.0,14.2,0.3,0.2,0.5,0.021,-2.4,-1.0,-3.3,-0.4,Nik Stauskas,0
82,2014-15,21.0,PHI,NBA,SF,74.0,1131.0,9.4,0.498,0.36700000000000005,0.272,3.2,12.9,7.8,12.0,1.7,1.9,16.4,17.9,-0.5,1.1,0.6,0.025,-4.2,0.0,-4.2,-0.6,JaKarr Sampson,0
83,2014-15,22.0,OKC,NBA,PF,32.0,485.0,16.6,0.55,0.012,0.242,11.9,24.4,18.2,4.6,1.7,2.6,14.5,19.0,0.6,0.7,1.3,0.127,-1.4,-0.5,-1.9,0.0,Mitch McGary,0
84,2014-15,21.0,DET,NBA,PG,34.0,455.0,10.2,0.39399999999999996,0.385,0.201,0.9,10.9,5.7,34.9,2.2,1.0,15.2,21.1,-0.3,0.4,0.1,0.009000000000000001,-3.0,0.2,-2.8,-0.1,Spencer Dinwiddie,0
85,2014-15,24.0,NYK,NBA,SF,51.0,672.0,8.5,0.451,0.14400000000000002,0.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7,17.5,-0.5,0.2,-0.3,-0.02,-3.4,-2.1,-5.5,-0.6,Travis Wear,0
86,2014-15,23.0,PHI,NBA,PF,41.0,540.0,12.0,0.517,0.064,0.34600000000000003,14.9,20.7,17.7,8.3,1.6,2.4,15.9,8.6,0.7,0.7,1.4,0.122,-3.9,0.4,-3.6,-0.2,Furkan Aldemir,0
87,2014-15,20.0,DEN,NBA,SG,55.0,719.0,4.9,0.395,0.475,0.217,3.0,6.7,4.8,5.9,2.7,0.8,13.8,16.6,-1.2,0.5,-0.7,-0.046,-5.6,0.3,-5.3,-0.6,Gary Harris,0
88,2014-15,20.0,TOT,NBA,PG,33.0,411.0,7.3,0.41100000000000003,0.299,0.049,1.9,7.7,4.8,27.3,2.2,1.0,22.2,20.6,-0.8,0.5,-0.3,-0.04,-4.1,-0.2,-4.3,-0.2,Tyler Ennis,0
89,2014-15,23.0,DEN,NBA,C,24.0,268.0,10.5,0.45899999999999996,0.18,0.315,10.5,20.9,15.5,7.5,1.5,2.9,17.8,19.9,-0.2,0.3,0.1,0.012,-4.8,-0.8,-5.6,-0.2,Joffrey Lauvergne,0
90,2014-15,21.0,SAS,NBA,SF,33.0,358.0,8.2,0.389,0.124,0.157,1.6,20.8,11.4,10.9,2.1,1.5,9.5,13.4,-0.3,0.6,0.3,0.044000000000000004,-3.8,2.3,-1.4,0.1,Kyle Anderson,0
91,2014-15,21.0,MIL,NBA,PF,34.0,368.0,3.8,0.379,0.0,0.225,8.2,11.7,10.0,7.1,0.7,0.9,15.9,19.2,-0.8,0.3,-0.5,-0.063,-7.3,-2.2,-9.5,-0.7,Johnny O'Bryant III,0
92,2014-15,19.0,BOS,NBA,SG,31.0,332.0,8.5,0.457,0.647,0.284,2.9,11.0,6.9,5.6,1.2,0.5,4.2,15.8,0.1,0.3,0.3,0.047,-2.5,-0.9,-3.4,-0.1,James Young,0
93,2014-15,24.0,BRK,NBA,PF,50.0,531.0,13.2,0.48,0.09,0.32299999999999995,10.0,20.6,15.3,4.8,1.0,3.2,9.5,18.1,0.2,0.6,0.8,0.071,-2.1,-0.9,-3.0,-0.1,Cory Jefferson,0
94,2014-15,19.0,CHO,NBA,PF,25.0,259.0,13.2,0.475,0.171,0.342,11.6,25.3,18.3,2.5,0.8,2.7,11.2,17.3,0.1,0.4,0.5,0.085,-2.1,-0.9,-3.1,-0.1,Noah Vonleh,0
95,2013-14,22.0,PHI,NBA,PG,70.0,2414.0,15.5,0.48,0.19699999999999998,0.348,4.3,15.6,9.8,30.2,2.6,1.4,16.9,25.7,-0.8,2.1,1.3,0.026000000000000002,-0.2,-0.2,-0.5,0.9,Michael Carter-Williams,0
96,2013-14,21.0,UTA,NBA,PG,70.0,2262.0,12.6,0.473,0.375,0.126,1.8,9.0,5.3,29.4,1.0,0.2,12.2,21.8,1.0,0.0,0.9,0.02,0.0,-2.6,-2.6,-0.4,Trey Burke,0
97,2013-14,21.0,ORL,NBA,PG,80.0,2487.0,13.6,0.514,0.24100000000000002,0.34,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,-1.4,2.8,1.3,0.026000000000000002,-1.9,0.4,-1.4,0.3,Victor Oladipo,1
98,2013-14,20.0,SAC,NBA,SG,82.0,2187.0,7.7,0.485,0.43700000000000006,0.21100000000000002,2.7,9.5,6.1,5.8,1.0,0.7,11.5,16.9,-0.1,0.9,0.8,0.016,-2.9,-1.1,-4.0,-1.1,Ben McLemore,0
99,2013-14,19.0,MIL,NBA,SF,77.0,1897.0,10.8,0.518,0.282,0.483,4.6,16.3,10.2,12.1,1.7,2.6,19.4,15.0,0.1,1.1,1.2,0.031,-2.4,-0.1,-2.5,-0.2,Giannis Antetokounmpo,1
100,1989-90,23.0,GSW,NBA,PG,79.0,2663.0,16.0,0.525,0.085,0.28,2.4,9.6,6.2,36.4,2.8,0.2,19.0,20.5,1.9,1.4,3.3,0.06,0.6,-0.8,-0.2,1.2,Tim Hardaway Jr.,0
101,2013-14,22.0,PHI,NBA,SF,77.0,1742.0,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2.0,0.055,-2.1,-1.0,-3.2,-0.5,Hollis Thompson,0
102,2013-14,22.0,MIL,NBA,PG,58.0,1309.0,12.7,0.486,0.159,0.231,2.8,10.5,6.5,23.3,1.4,0.9,11.7,16.8,0.9,0.2,1.2,0.043,-0.8,-1.0,-1.8,0.1,Nate Wolters,0
103,2013-14,22.0,LAL,NBA,PF,59.0,1312.0,12.6,0.5479999999999999,0.38299999999999995,0.364,3.4,14.4,8.9,10.7,1.2,2.5,9.8,15.9,1.5,0.7,2.2,0.081,-1.4,-0.1,-1.5,0.2,Ryan Kelly,0
104,2013-14,22.0,BOS,NBA,C,70.0,1400.0,15.2,0.546,0.22699999999999998,0.243,11.0,18.8,14.8,13.1,1.3,1.5,16.0,21.0,1.5,1.4,2.9,0.10099999999999999,-0.9,-0.3,-1.2,0.3,Kelly Olynyk,0
105,2013-14,22.0,SAC,NBA,PG,45.0,897.0,9.7,0.439,0.19699999999999998,0.14300000000000002,2.2,7.8,5.0,21.0,1.2,0.8,10.9,17.6,0.0,0.4,0.4,0.02,-2.3,-0.8,-3.1,-0.3,Ray McCallum,0
